cf_id,contact_id,company_name,description,goal,pledged,outcome,currency,launch_date,end_date
800,4327,Park-Goodman,Customer-focused impactful extranet,5100.0,12219.0,successful,USD,1970-01-01 00:00:01.603947600,1970-01-01 00:00:01.616648400
2084,4750,Walsh-Watts,Polarized actuating implementation,3600.0,8158.0,successful,USD,1970-01-01 00:00:01.633410000,1970-01-01 00:00:01.637733600
337,4852,"Ray, Li and Li",Front-line disintermediate hub,5000.0,7119.0,successful,USD,1970-01-01 00:00:01.612418400,1970-01-01 00:00:01.628917200
2160,2243,"Barnes, Wilcox and Riley",Reverse-engineered well-modulated ability,5600.0,13868.0,successful,USD,1970-01-01 00:00:01.613887200,1970-01-01 00:00:01.641103200
1840,6159,Thomas-Simmons,Proactive 24hour frame,48500.0,75906.0,successful,USD,1970-01-01 00:00:01.618030800,1970-01-01 00:00:01.626757200
550,5370,Smith-Nguyen,Advanced intermediate Graphic Interface,9700.0,4932.0,failed,AUD,1970-01-01 00:00:01.610949600,1970-01-01 00:00:01.623474000
1052,5566,Williams and Sons,Public-key bottom-line algorithm,140800.0,88536.0,failed,CHF,1970-01-01 00:00:01.594530000,1970-01-01 00:00:01.616821200
1485,2798,Alvarez-Andrews,Extended impactful secured line,4900.0,14273.0,successful,USD,1970-01-01 00:00:01.610085600,1970-01-01 00:00:01.636437600
2267,4265,Pierce-Ramirez,Organized scalable initiative,7700.0,14644.0,successful,USD,1970-01-01 00:00:01.632027600,1970-01-01 00:00:01.635742800
398,1537,Rodriguez-Hansen,Intuitive cohesive groupware,8800.0,8747.0,canceled,USD,1970-01-01 00:00:01.631682000,1970-01-01 00:00:01.635224400
1024,2660,"Williams, Price and Hurley",Synchronized demand-driven infrastructure,3000.0,7758.0,successful,CAD,1970-01-01 00:00:01.607839200,1970-01-01 00:00:01.629003600
2029,3420,Collins-Martinez,Progressive grid-enabled website,8400.0,10770.0,successful,EUR,1970-01-01 00:00:01.601787600,1970-01-01 00:00:01.626757200
2736,1344,Davis-Gonzalez,Balanced regional flexibility,179100.0,93991.0,failed,USD,1970-01-01 00:00:01.589173200,1970-01-01 00:00:01.622523600
663,6063,Hayes Group,Implemented even-keeled standardization,5500.0,8964.0,successful,USD,1970-01-01 00:00:01.602392400,1970-01-01 00:00:01.625374800
2638,2225,"Tapia, Sandoval and Hurley",Cloned fresh-thinking model,171000.0,84891.0,canceled,USD,1970-01-01 00:00:01.636351200,1970-01-01 00:00:01.643176800
1876,4395,Smith-Hill,Integrated holistic paradigm,9400.0,5918.0,canceled,USD,1970-01-01 00:00:01.620536400,1970-01-01 00:00:01.623992400
1847,5001,Cummings-Hayes,Virtual multi-tasking core,145500.0,101987.0,canceled,USD,1970-01-01 00:00:01.595221200,1970-01-01 00:00:01.627102800
1521,4997,Freeman-French,Multi-layered optimal application,7200.0,6115.0,failed,USD,1970-01-01 00:00:01.582264800,1970-01-01 00:00:01.614060000
2780,2239,Beck-Weber,Business-focused full-range core,129100.0,188404.0,successful,USD,1970-01-01 00:00:01.624338000,1970-01-01 00:00:01.639720800
3184,5242,Wilson Group,Ameliorated foreground focus group,6200.0,13441.0,successful,USD,1970-01-01 00:00:01.595048400,1970-01-01 00:00:01.616907600
2340,3064,Green Ltd,Monitored empowering installation,5200.0,13838.0,successful,USD,1970-01-01 00:00:01.594443600,1970-01-01 00:00:01.627880400
1950,1299,Kim Ltd,Assimilated hybrid intranet,6300.0,5629.0,failed,USD,1970-01-01 00:00:01.605333600,1970-01-01 00:00:01.617944400
118,2900,"Reeves, Thompson and Richardson",Proactive composite alliance,131800.0,147936.0,successful,USD,1970-01-01 00:00:01.586667600,1970-01-01 00:00:01.617944400
2871,4994,Mitchell and Sons,Synergized intangible challenge,125500.0,188628.0,successful,DKK,1970-01-01 00:00:01.615870800,1970-01-01 00:00:01.616648400
2309,3070,Smith-Jones,Reverse-engineered static concept,8800.0,12356.0,successful,USD,1970-01-01 00:00:01.634187600,1970-01-01 00:00:01.640325600
1459,4210,"Luna, Anderson and Fox",Secured directional encryption,9600.0,14925.0,successful,DKK,1970-01-01 00:00:01.602306000,1970-01-01 00:00:01.626152400
565,2368,Briggs PLC,Distributed context-sensitive flexibility,82800.0,2721.0,canceled,USD,1970-01-01 00:00:01.616475600,1970-01-01 00:00:01.618376400
593,1822,Perry and Sons,Business-focused logistical framework,54700.0,163118.0,successful,USD,1970-01-01 00:00:01.615701600,1970-01-01 00:00:01.622610000
2965,4390,"Rogers, Jacobs and Jackson",Upgradable multi-state instruction set,121500.0,108161.0,failed,CAD,1970-01-01 00:00:01.599109200,1970-01-01 00:00:01.614146400
476,3528,"Taylor, Cisneros and Romero",Open-source neutral task-force,157600.0,23159.0,failed,GBP,1970-01-01 00:00:01.617685200,1970-01-01 00:00:01.628485200
1159,3799,Holmes PLC,Digitized local info-mediaries,46100.0,77012.0,successful,AUD,1970-01-01 00:00:01.597122000,1970-01-01 00:00:01.630990800
1383,2896,Morris Group,Realigned impactful artificial intelligence,4800.0,3045.0,failed,USD,1970-01-01 00:00:01.613282400,1970-01-01 00:00:01.620536400
47,5726,Woods Inc,Upgradable upward-trending portal,4000.0,1763.0,failed,USD,1970-01-01 00:00:01.637128800,1970-01-01 00:00:01.639029600
1103,4606,Terry-Salinas,Networked secondary structure,98800.0,139354.0,successful,USD,1970-01-01 00:00:01.584766800,1970-01-01 00:00:01.620882000
2099,3474,Olsen-Ryan,Assimilated neutral utilization,5600.0,10328.0,successful,USD,1970-01-01 00:00:01.594616400,1970-01-01 00:00:01.620104400
2208,4883,Collins LLC,Decentralized 4thgeneration time-frame,25500.0,45983.0,successful,USD,1970-01-01 00:00:01.618376400,1970-01-01 00:00:01.638856800
1060,2219,"Best, Miller and Thomas",Re-engineered mobile task-force,7800.0,9289.0,successful,AUD,1970-01-01 00:00:01.622955600,1970-01-01 00:00:01.626843600
2775,2100,Wilson Ltd,Function-based multi-state software,7600.0,11061.0,successful,USD,1970-01-01 00:00:01.617253200,1970-01-01 00:00:01.636261200
458,5662,"Clark, Mccormick and Mendoza",Self-enabling didactic orchestration,89100.0,13385.0,failed,USD,1970-01-01 00:00:01.621746000,1970-01-01 00:00:01.624597200
141,4874,Hardin-Dixon,Focused solution-oriented matrix,1300.0,12597.0,successful,USD,1970-01-01 00:00:01.624165200,1970-01-01 00:00:01.643608800
284,1670,Becker-Scott,Managed optimizing archive,7900.0,7875.0,failed,USD,1970-01-01 00:00:01.640239200,1970-01-01 00:00:01.640498400
2882,1486,Barnes-Williams,Upgradable explicit forecast,8600.0,4832.0,live,USD,1970-01-01 00:00:01.614664800,1970-01-01 00:00:01.638424800
2773,2097,Rodriguez-Patterson,Inverse static standardization,99500.0,17879.0,canceled,USD,1970-01-01 00:00:01.614405600,1970-01-01 00:00:01.637647200
514,3072,King Inc,Ergonomic dedicated focus group,7400.0,6245.0,failed,USD,1970-01-01 00:00:01.608703200,1970-01-01 00:00:01.632632400
52,5461,"Moore, Cook and Wright",Visionary maximized Local Area Network,7300.0,11579.0,successful,USD,1970-01-01 00:00:01.616130000,1970-01-01 00:00:01.621227600
1071,6207,Moore Group,Multi-lateral object-oriented open system,5600.0,10397.0,successful,USD,1970-01-01 00:00:01.639029600,1970-01-01 00:00:01.643781600
665,2118,Callahan-Gilbert,Profit-focused motivating function,1400.0,5696.0,successful,USD,1970-01-01 00:00:01.589950800,1970-01-01 00:00:01.615010400
526,1312,Brooks-Rodriguez,Implemented intangible instruction set,5100.0,5421.0,successful,USD,1970-01-01 00:00:01.613714400,1970-01-01 00:00:01.617944400
3042,2670,Vasquez Inc,Stand-alone asynchronous functionalities,7100.0,1022.0,failed,USD,1970-01-01 00:00:01.606888800,1970-01-01 00:00:01.625202000
746,5636,Harmon-Madden,Adaptive holistic hub,700.0,8262.0,successful,USD,1970-01-01 00:00:01.601787600,1970-01-01 00:00:01.627621200
1935,5515,"Miranda, Martinez and Lowery",Innovative actuating artificial intelligence,2300.0,6134.0,successful,AUD,1970-01-01 00:00:01.601442000,1970-01-01 00:00:01.616994000
1443,4250,"Cole, Salazar and Moreno",Robust motivating orchestration,3200.0,10831.0,successful,USD,1970-01-01 00:00:01.580536800,1970-01-01 00:00:01.612764000
1715,5100,Brown-Williams,Multi-channeled responsive product,161900.0,38376.0,failed,USD,1970-01-01 00:00:01.591592400,1970-01-01 00:00:01.617771600
1524,5385,Sanchez-Parsons,Reduced bifurcated pricing structure,1800.0,14310.0,successful,USD,1970-01-01 00:00:01.598418000,1970-01-01 00:00:01.628139600
218,3506,Rivera-Pearson,Re-engineered asymmetric challenge,70200.0,35536.0,failed,AUD,1970-01-01 00:00:01.613887200,1970-01-01 00:00:01.615615200
1561,5500,Ortiz-Roberts,Devolved foreground customer loyalty,7800.0,6839.0,failed,USD,1970-01-01 00:00:01.623214800,1970-01-01 00:00:01.623992400
439,3924,Morrow Inc,Networked global migration,3100.0,13223.0,successful,USD,1970-01-01 00:00:01.592110800,1970-01-01 00:00:01.612850400
2550,2226,Cochran-Nguyen,Seamless 4thgeneration methodology,84600.0,134845.0,successful,USD,1970-01-01 00:00:01.586667600,1970-01-01 00:00:01.616562000
2303,4326,Clark-Cooke,Down-sized analyzing challenge,9000.0,14455.0,successful,USD,1970-01-01 00:00:01.603861200,1970-01-01 00:00:01.613368800
2656,3254,"Hampton, Lewis and Ray",Seamless coherent parallelism,600.0,4022.0,successful,USD,1970-01-01 00:00:01.627362000,1970-01-01 00:00:01.638252000
1903,4736,Acevedo-Huffman,Pre-emptive impactful model,9500.0,4460.0,failed,USD,1970-01-01 00:00:01.623906000,1970-01-01 00:00:01.630040400
1400,1728,Huang-Henderson,Stand-alone mobile customer loyalty,41700.0,138497.0,successful,USD,1970-01-01 00:00:01.598763600,1970-01-01 00:00:01.628053200
905,5005,Pineda Group,Exclusive real-time protocol,137900.0,165352.0,successful,USD,1970-01-01 00:00:01.620795600,1970-01-01 00:00:01.634533200
2712,5576,"Reid, Rivera and Perry",Multi-lateral national adapter,3800.0,6000.0,successful,USD,1970-01-01 00:00:01.634274000,1970-01-01 00:00:01.634619600
296,3321,"Lee, Ali and Guzman",Polarized upward-trending Local Area Network,8600.0,3589.0,failed,USD,1970-01-01 00:00:01.600146000,1970-01-01 00:00:01.614060000
2435,2336,Ellison PLC,Re-contextualized tangible open architecture,9300.0,14822.0,successful,USD,1970-01-01 00:00:01.615784400,1970-01-01 00:00:01.636869600
1909,4718,Braun PLC,Function-based high-level infrastructure,2500.0,14536.0,successful,USD,1970-01-01 00:00:01.625547600,1970-01-01 00:00:01.636088400
135,4603,"Pham, Avila and Nash",Multi-channeled next generation architecture,7200.0,3326.0,failed,USD,1970-01-01 00:00:01.590555600,1970-01-01 00:00:01.618376400
684,5825,Salazar-Moon,Compatible needs-based architecture,4000.0,11948.0,successful,USD,1970-01-01 00:00:01.599109200,1970-01-01 00:00:01.626411600
1195,2028,Myers LLC,Reactive bottom-line open architecture,1700.0,12202.0,successful,EUR,1970-01-01 00:00:01.593579600,1970-01-01 00:00:01.617685200
563,4785,Rush-Bowers,Persevering analyzing extranet,189500.0,117628.0,live,USD,1970-01-01 00:00:01.618203600,1970-01-01 00:00:01.640498400
1620,6061,Mayer-Richmond,Progressive zero-defect capability,101400.0,47037.0,failed,USD,1970-01-01 00:00:01.622610000,1970-01-01 00:00:01.625029200
516,1922,Hansen Group,Centralized regional interface,8100.0,9969.0,successful,USD,1970-01-01 00:00:01.590037200,1970-01-01 00:00:01.620622800
2530,3858,Delgado-Hatfield,Up-sized composite success,100.0,4.0,failed,CAD,1970-01-01 00:00:01.607925600,1970-01-01 00:00:01.625547600
1634,3871,Mckee-Hill,Cross-platform upward-trending parallelism,134300.0,145265.0,successful,USD,1970-01-01 00:00:01.585371600,1970-01-01 00:00:01.615183200
2450,3814,Morales Group,Optimized bi-directional extranet,183800.0,1667.0,failed,USD,1970-01-01 00:00:01.621573200,1970-01-01 00:00:01.641535200
1598,4613,Ramirez Group,Open-architected uniform instruction set,8800.0,622.0,failed,USD,1970-01-01 00:00:01.607752800,1970-01-01 00:00:01.624856400
1281,5179,Rosario-Smith,Enterprise-wide intermediate portal,189200.0,188480.0,failed,CAD,1970-01-01 00:00:01.621141200,1970-01-01 00:00:01.626930000
670,2037,Hunt LLC,Re-engineered radical policy,20000.0,158832.0,successful,USD,1970-01-01 00:00:01.624251600,1970-01-01 00:00:01.644213600
2254,4048,"Fischer, Fowler and Arnold",Extended multi-tasking definition,20100.0,47705.0,successful,EUR,1970-01-01 00:00:01.623128400,1970-01-01 00:00:01.642744800
1813,4388,Hale-Hayes,Ameliorated client-driven open system,121600.0,188288.0,successful,USD,1970-01-01 00:00:01.609826400,1970-01-01 00:00:01.637992800
30,2740,Yu and Sons,Adaptive context-sensitive architecture,6700.0,5569.0,failed,USD,1970-01-01 00:00:01.632805200,1970-01-01 00:00:01.639720800
1941,5177,Lamb-Sanders,Stand-alone reciprocal frame,197700.0,127591.0,failed,DKK,1970-01-01 00:00:01.619758800,1970-01-01 00:00:01.640498400
742,5864,Haynes-Williams,Seamless clear-thinking artificial intelligence,8700.0,10682.0,successful,USD,1970-01-01 00:00:01.599282000,1970-01-01 00:00:01.619326800
1294,4014,Martinez PLC,Cloned actuating architecture,194900.0,68137.0,canceled,USD,1970-01-01 00:00:01.594616400,1970-01-01 00:00:01.624165200
2862,6132,Moss-Guzman,Cross-platform optimizing website,1300.0,10243.0,successful,CHF,1970-01-01 00:00:01.599541200,1970-01-01 00:00:01.613196000
422,2111,Williams and Sons,Centralized asymmetric framework,5100.0,10981.0,successful,USD,1970-01-01 00:00:01.615096800,1970-01-01 00:00:01.623733200
1589,3271,"Peterson, Fletcher and Sanchez",Multi-channeled bi-directional moratorium,6700.0,12939.0,successful,AUD,1970-01-01 00:00:01.633582800,1970-01-01 00:00:01.637042400
3138,5713,Joyce PLC,Synchronized directional capability,3600.0,3174.0,live,USD,1970-01-01 00:00:01.601010000,1970-01-01 00:00:01.621314000
531,3087,"Green, Murphy and Webb",Versatile directional project,5300.0,9676.0,successful,USD,1970-01-01 00:00:01.599109200,1970-01-01 00:00:01.619758800
877,2803,"Green, Robinson and Ho",De-engineered zero-defect open system,1100.0,8081.0,successful,USD,1970-01-01 00:00:01.626325200,1970-01-01 00:00:01.633323600
1345,4242,"Johnson, Parker and Haynes",Focused 6thgeneration forecast,45900.0,150965.0,successful,CHF,1970-01-01 00:00:01.604642400,1970-01-01 00:00:01.630040400
320,5475,"Tran, Steele and Wilson",Profit-focused modular product,23300.0,98811.0,successful,USD,1970-01-01 00:00:01.594357200,1970-01-01 00:00:01.616475600
1215,3482,Fox Group,Horizontal transitional paradigm,60200.0,138384.0,successful,CAD,1970-01-01 00:00:01.591938000,1970-01-01 00:00:01.613800800
817,2202,Price-Rodriguez,Adaptive logistical initiative,5700.0,12309.0,successful,GBP,1970-01-01 00:00:01.612418400,1970-01-01 00:00:01.619413200
583,5409,"Mills, Frazier and Perez",Proactive attitude-oriented knowledge user,170400.0,160422.0,failed,USD,1970-01-01 00:00:01.622350800,1970-01-01 00:00:01.631163600
1509,3451,"Ruiz, Richardson and Cole",Team-oriented static interface,7300.0,2946.0,failed,USD,1970-01-01 00:00:01.603861200,1970-01-01 00:00:01.618894800
2676,4769,Garcia Group,Persevering interactive matrix,191000.0,45831.0,canceled,USD,1970-01-01 00:00:01.604728800,1970-01-01 00:00:01.615784400
2021,4321,"Cline, Peterson and Lowery",Innovative static budgetary management,50500.0,16389.0,failed,USD,1970-01-01 00:00:01.615528800,1970-01-01 00:00:01.635051600
1473,4168,"Underwood, James and Jones",Triple-buffered holistic ability,900.0,6303.0,successful,USD,1970-01-01 00:00:01.596344400,1970-01-01 00:00:01.615870800
2729,3863,Wilson and Sons,Monitored grid-enabled model,3500.0,3295.0,failed,EUR,1970-01-01 00:00:01.621141200,1970-01-01 00:00:01.633928400
495,5637,"Wang, Koch and Weaver",Digitized analyzing capacity,196700.0,174039.0,failed,EUR,1970-01-01 00:00:01.627794000,1970-01-01 00:00:01.640584800
1335,2134,Solomon PLC,Open-architected 24/7 infrastructure,3600.0,13950.0,successful,GBP,1970-01-01 00:00:01.590901200,1970-01-01 00:00:01.620882000
499,2648,"Miranda, Gray and Hale",Programmable disintermediate matrices,5300.0,7413.0,successful,CHF,1970-01-01 00:00:01.630299600,1970-01-01 00:00:01.638511200
2820,3402,Stevenson-Thompson,Automated static workforce,4200.0,14577.0,successful,USD,1970-01-01 00:00:01.611554400,1970-01-01 00:00:01.613887200
48,2262,Simmons-Villarreal,Customer-focused mobile Graphic Interface,3400.0,8089.0,successful,USD,1970-01-01 00:00:01.593147600,1970-01-01 00:00:01.623301200
2488,3916,Cooper Inc,Polarized discrete product,3600.0,2097.0,live,GBP,1970-01-01 00:00:01.605247200,1970-01-01 00:00:01.616302800
1179,3486,Romero and Sons,Object-based client-server application,5200.0,3079.0,failed,USD,1970-01-01 00:00:01.601528400,1970-01-01 00:00:01.623474000
2300,4591,Chaney-Dennis,Business-focused 24hour groupware,4900.0,8523.0,successful,USD,1970-01-01 00:00:01.623992400,1970-01-01 00:00:01.640930400
2745,3233,Bailey PLC,Innovative actuating conglomeration,1000.0,718.0,failed,USD,1970-01-01 00:00:01.588050000,1970-01-01 00:00:01.616389200
2162,5660,Miles and Sons,Persistent attitude-oriented approach,3500.0,8842.0,successful,USD,1970-01-01 00:00:01.623387600,1970-01-01 00:00:01.624510800
213,4218,"Ross, Kelly and Brown",Virtual contextually-based circuit,8400.0,9076.0,successful,USD,1970-01-01 00:00:01.626757200,1970-01-01 00:00:01.629262800
3051,3475,Smith-Gonzalez,Polarized needs-based approach,5400.0,14743.0,successful,USD,1970-01-01 00:00:01.617080400,1970-01-01 00:00:01.622610000
1689,3309,Miller-Poole,Networked optimal adapter,102500.0,165954.0,successful,USD,1970-01-01 00:00:01.604469600,1970-01-01 00:00:01.615183200
956,1932,Harrington-Harper,Self-enabling next generation algorithm,155200.0,37754.0,canceled,GBP,1970-01-01 00:00:01.597294800,1970-01-01 00:00:01.623387600
596,5850,Santos-Young,Enhanced neutral ability,4000.0,14606.0,successful,USD,1970-01-01 00:00:01.612332000,1970-01-01 00:00:01.626238800
300,1786,"Harrison, Blackwell and Mendez",Synchronized 6thgeneration adapter,8300.0,3260.0,canceled,USD,1970-01-01 00:00:01.625893200,1970-01-01 00:00:01.635829200
1151,1907,"Taylor, Johnson and Hernandez",Polarized incremental portal,118200.0,92824.0,canceled,USD,1970-01-01 00:00:01.630213200,1970-01-01 00:00:01.632459600
1484,1831,Mack Ltd,Reactive regional access,139000.0,158590.0,successful,USD,1970-01-01 00:00:01.610604000,1970-01-01 00:00:01.613455200
1234,2339,"Bowen, Davies and Burns",Devolved client-server monitoring,2900.0,12449.0,successful,USD,1970-01-01 00:00:01.610949600,1970-01-01 00:00:01.628917200
936,4969,Davis-Johnson,Automated reciprocal protocol,1400.0,5415.0,successful,USD,1970-01-01 00:00:01.598072400,1970-01-01 00:00:01.627966800
267,4337,Barrett Inc,Organic cohesive neural-net,1700.0,3208.0,successful,GBP,1970-01-01 00:00:01.607148000,1970-01-01 00:00:01.638597600
1873,6142,Riggs Group,Configurable upward-trending solution,125900.0,195936.0,successful,GBP,1970-01-01 00:00:01.611986400,1970-01-01 00:00:01.623387600
843,3699,Garner and Sons,Versatile neutral workforce,5100.0,1414.0,failed,USD,1970-01-01 00:00:01.600318800,1970-01-01 00:00:01.619413200
1369,1850,Schultz Inc,Synergistic tertiary time-frame,9400.0,6338.0,failed,DKK,1970-01-01 00:00:01.611813600,1970-01-01 00:00:01.629781200
3030,2939,"Moore, Dudley and Navarro",Organic multi-tasking focus group,129400.0,57911.0,failed,USD,1970-01-01 00:00:01.615269600,1970-01-01 00:00:01.624856400
286,3847,Lester-Moore,Diverse analyzing definition,46300.0,186885.0,successful,USD,1970-01-01 00:00:01.609480800,1970-01-01 00:00:01.622350800
1691,4754,Cummings Inc,Digitized transitional monitoring,28400.0,100900.0,successful,USD,1970-01-01 00:00:01.600750800,1970-01-01 00:00:01.625806800
783,4520,Saunders Ltd,Multi-layered multi-tasking secured line,182400.0,102749.0,failed,USD,1970-01-01 00:00:01.589950800,1970-01-01 00:00:01.615010400
88,5388,"Hogan, Porter and Rivera",Organic object-oriented core,8500.0,4613.0,failed,USD,1970-01-01 00:00:01.626238800,1970-01-01 00:00:01.629694800
1278,5203,Lam-Hamilton,Team-oriented global strategy,6000.0,11960.0,successful,USD,1970-01-01 00:00:01.623646800,1970-01-01 00:00:01.629262800
359,2993,Martinez-Johnson,Sharable radical toolset,96500.0,16168.0,failed,USD,1970-01-01 00:00:01.619672400,1970-01-01 00:00:01.639461600
50,3613,Rose-Fuller,Upgradable holistic system engine,10000.0,12042.0,successful,USD,1970-01-01 00:00:01.632805200,1970-01-01 00:00:01.633323600
1193,3992,"Russo, Kim and Mccoy",Balanced optimal hardware,10000.0,824.0,failed,USD,1970-01-01 00:00:01.605592800,1970-01-01 00:00:01.632286800
1973,2357,Montgomery-Castro,De-engineered disintermediate encryption,43800.0,13653.0,failed,AUD,1970-01-01 00:00:01.611640800,1970-01-01 00:00:01.642485600
175,3264,Davis LLC,Compatible logistical paradigm,4700.0,7992.0,successful,AUD,1970-01-01 00:00:01.629608400,1970-01-01 00:00:01.634014800
1994,4093,Boyle Ltd,Streamlined fault-tolerant conglomeration,3300.0,1980.0,failed,USD,1970-01-01 00:00:01.615096800,1970-01-01 00:00:01.630904400
1475,2813,Wood Inc,Re-engineered composite focus group,187600.0,35698.0,failed,USD,1970-01-01 00:00:01.597640400,1970-01-01 00:00:01.628139600
1245,4269,Hines Inc,Cross-platform systemic adapter,1700.0,11041.0,successful,USD,1970-01-01 00:00:01.629435600,1970-01-01 00:00:01.640152800
2713,1501,Hudson-Nguyen,Down-sized disintermediate support,1800.0,4712.0,successful,USD,1970-01-01 00:00:01.586235600,1970-01-01 00:00:01.613282400
2497,1669,Gonzalez-Martinez,Vision-oriented actuating open system,168500.0,171729.0,successful,AUD,1970-01-01 00:00:01.610863200,1970-01-01 00:00:01.627016400
1034,4165,Barry Group,De-engineered static Local Area Network,4600.0,8505.0,successful,USD,1970-01-01 00:00:01.624510800,1970-01-01 00:00:01.630126800
2423,5559,Cooke PLC,Focused executive core,100.0,5.0,failed,DKK,1970-01-01 00:00:01.607148000,1970-01-01 00:00:01.632546000
521,3618,Warren-Harrison,Programmable incremental knowledge user,38900.0,56859.0,successful,USD,1970-01-01 00:00:01.587358800,1970-01-01 00:00:01.611208800
2901,4499,Miller-Patel,Mandatory uniform strategy,60400.0,4393.0,failed,USD,1970-01-01 00:00:01.637474400,1970-01-01 00:00:01.639893600
1831,5470,Morales-Odonnell,Exclusive 5thgeneration structure,125400.0,53324.0,failed,USD,1970-01-01 00:00:01.599109200,1970-01-01 00:00:01.613368800
291,1847,"Ortiz, Valenzuela and Collins",Profound solution-oriented matrix,3300.0,6178.0,successful,USD,1970-01-01 00:00:01.609740000,1970-01-01 00:00:01.627448400
2489,2272,Miller Ltd,Open-architected mobile emulation,198600.0,97037.0,failed,USD,1970-01-01 00:00:01.604988000,1970-01-01 00:00:01.635570000
397,1877,Gilmore LLC,Optimized systemic algorithm,1400.0,7600.0,successful,CAD,1970-01-01 00:00:01.607493600,1970-01-01 00:00:01.626498000
2093,3999,Ford LLC,Centralized tangible success,169700.0,168048.0,failed,GBP,1970-01-01 00:00:01.627794000,1970-01-01 00:00:01.633410000
1746,5991,Silva-Hawkins,Proactive heuristic orchestration,7700.0,2533.0,canceled,USD,1970-01-01 00:00:01.600664400,1970-01-01 00:00:01.610258400
487,2170,Lane-Barber,Universal value-added moderator,3600.0,8363.0,successful,USD,1970-01-01 00:00:01.615183200,1970-01-01 00:00:01.626930000
1705,4690,"Rodriguez, Cox and Rodriguez",Networked disintermediate leverage,1100.0,13045.0,successful,CHF,1970-01-01 00:00:01.591678800,1970-01-01 00:00:01.619845200
1849,4453,Landry Group,Expanded value-added hardware,59700.0,134640.0,successful,CAD,1970-01-01 00:00:01.608184800,1970-01-01 00:00:01.623387600
322,3753,Alvarez-Bauer,Front-line intermediate moderator,51300.0,189192.0,successful,EUR,1970-01-01 00:00:01.603602000,1970-01-01 00:00:01.619240400
2693,5151,"Anderson, Williams and Cox",Streamlined national benchmark,85000.0,107516.0,successful,USD,1970-01-01 00:00:01.595307600,1970-01-01 00:00:01.615442400
2951,5333,Ortiz Inc,Stand-alone incremental parallelism,1000.0,5438.0,successful,USD,1970-01-01 00:00:01.614405600,1970-01-01 00:00:01.614751200
2510,1657,Parker-Morris,Assimilated next generation instruction set,41000.0,709.0,live,USD,1970-01-01 00:00:01.581746400,1970-01-01 00:00:01.614060000
423,4330,Huff-Johnson,Universal fault-tolerant orchestration,195200.0,78630.0,failed,USD,1970-01-01 00:00:01.616821200,1970-01-01 00:00:01.637128800
2677,4482,"Black, Armstrong and Anderson",Profound attitude-oriented functionalities,8100.0,11339.0,successful,USD,1970-01-01 00:00:01.605852000,1970-01-01 00:00:01.634533200
91,1294,Reid-Mccullough,Visionary real-time groupware,1600.0,10541.0,successful,DKK,1970-01-01 00:00:01.606284000,1970-01-01 00:00:01.614578400
468,6026,Barrett PLC,Team-oriented clear-thinking capacity,166700.0,145382.0,failed,EUR,1970-01-01 00:00:01.616216400,1970-01-01 00:00:01.618549200
186,4034,Taylor PLC,Seamless zero-defect solution,136800.0,88055.0,failed,USD,1970-01-01 00:00:01.590037200,1970-01-01 00:00:01.611813600
2893,2441,"Austin, Baker and Kelley",Fundamental grid-enabled strategy,9000.0,3496.0,canceled,USD,1970-01-01 00:00:01.622782800,1970-01-01 00:00:01.635483600
3162,3848,"Johnson, Patterson and Montoya",Triple-buffered fresh-thinking frame,19800.0,184658.0,successful,USD,1970-01-01 00:00:01.600578000,1970-01-01 00:00:01.610690400
2065,1417,Salazar-Dodson,Face-to-face zero tolerance moderator,32900.0,43473.0,successful,DKK,1970-01-01 00:00:01.616216400,1970-01-01 00:00:01.632546000
358,1249,Sandoval-Powell,Phased holistic implementation,84400.0,8092.0,failed,USD,1970-01-01 00:00:01.620536400,1970-01-01 00:00:01.627966800
576,4588,Rodriguez-Scott,Realigned zero tolerance software,2100.0,14046.0,successful,USD,1970-01-01 00:00:01.602651600,1970-01-01 00:00:01.610863200
2080,1904,Murphy PLC,Optional solution-oriented instruction set,191500.0,57122.0,failed,USD,1970-01-01 00:00:01.624683600,1970-01-01 00:00:01.634101200
1987,1494,"Martin, Russell and Baker",Focused solution-oriented instruction set,4200.0,689.0,failed,USD,1970-01-01 00:00:01.611208800,1970-01-01 00:00:01.640844000
1652,2354,"Morrow, Santiago and Soto",Stand-alone human-resource workforce,105000.0,96328.0,failed,USD,1970-01-01 00:00:01.620190800,1970-01-01 00:00:01.622005200
1451,2565,Shannon-Olson,Enhanced methodical middleware,9800.0,14697.0,successful,EUR,1970-01-01 00:00:01.602651600,1970-01-01 00:00:01.622350800
2071,5124,Murphy-Fox,Organic system-worthy orchestration,5300.0,4432.0,failed,USD,1970-01-01 00:00:01.623128400,1970-01-01 00:00:01.640584800
2609,3305,"Pace, Simpson and Watkins",Down-sized uniform ability,6900.0,10557.0,successful,USD,1970-01-01 00:00:01.606888800,1970-01-01 00:00:01.616389200
559,1939,"Campbell, Thomas and Obrien",Multi-channeled secondary middleware,171000.0,194309.0,successful,CAD,1970-01-01 00:00:01.626325200,1970-01-01 00:00:01.634965200
2865,1485,Allen Inc,Total dedicated benchmark,9200.0,10093.0,successful,USD,1970-01-01 00:00:01.595221200,1970-01-01 00:00:01.619326800
2301,4064,Schmitt-Mendoza,Profound explicit paradigm,90200.0,167717.0,successful,USD,1970-01-01 00:00:01.605333600,1970-01-01 00:00:01.625547600
